#phrog,mean_vector_sim,sd_vector_sim,num_sequences
phrog_10699,0.97549975,0.024964416,10
phrog_6397,0.7871508,0.27493533,19
phrog_27035,0.97718126,0.013130924,3
phrog_38115,0.9999998,0.0,2
phrog_37226,0.97204816,0.0,2
phrog_34707,0.9989581,0.0,2
phrog_15911,0.9706118,0.024674103,6
phrog_33068,0.9984477,0.0,2
phrog_24514,1.0,8.4293696e-08,3
phrog_32376,1.0,0.0,2
phrog_22165,0.92943436,0.026488436,3
phrog_35419,0.88767606,0.0,2
phrog_36110,0.99999976,0.0,2
phrog_10869,0.9635578,0.029033793,9
phrog_26303,0.73657733,0.186268,3
phrog_29030,0.9700421,0.0,2
phrog_8392,0.46814698,0.4706127,13
phrog_30561,0.9984973,0.0,2
phrog_20772,0.93185854,0.021393927,4
phrog_37568,0.99273765,0.0,2
phrog_20014,0.9492211,0.029469738,4
phrog_30207,0.98263824,0.0,2
phrog_28448,0.8566611,0.0,2
phrog_26465,0.99151546,0.001555208,3
phrog_17860,0.8915223,0.090898186,5
phrog_29756,0.9999999,0.0,2
phrog_31119,0.9438167,0.0,2
phrog_19695,0.8280139,0.049050864,4
phrog_36676,0.7662624,0.0,2
phrog_9932,0.9059907,0.06427192,11
phrog_22603,0.9999998,3.4412757e-08,3
phrog_32410,0.9957218,0.0,2
phrog_2867,0.98711395,0.009308314,50
phrog_706,0.9265139,0.056000046,201
phrog_24272,0.9879256,0.008537673,3
phrog_34061,0.999881,0.0,2
phrog_12918,0.94841737,0.05392769,8
phrog_22617,0.84005827,0.026967201,3
phrog_2873,0.9274892,0.06777613,50
phrog_32404,0.9964617,0.0,2
phrog_25178,0.9942396,0.00407317,3
phrog_24266,1.0,6.8825514e-08,3
phrog_712,0.92453444,0.05394207,198
phrog_23509,0.72085214,0.19738759,3
phrog_34075,0.9963905,0.0,2
phrog_20000,0.78721744,0.21278283,4
phrog_19859,0.9735262,0.016940821,4
phrog_30213,1.0000002,0.0,2
phrog_26471,1.0,3.4412757e-08,3
phrog_29742,0.99999994,0.0,2
phrog_17874,0.9864098,0.010396747,5
phrog_36662,0.9857431,0.0,2
phrog_19681,0.9015417,0.037188113,4
phrog_9926,0.8630295,0.08800189,11
phrog_36104,1.0000001,0.0,2
phrog_21478,0.99999994,5.9604645e-08,4
phrog_26317,0.77169466,0.08482621,3
phrog_8386,0.9809598,0.01692363,13
phrog_29024,0.9738454,0.0,2
phrog_27009,0.86180544,0.0523495,3
phrog_30575,0.9751753,0.0,2
phrog_9098,0.974058,0.020243298,12
phrog_20766,0.95469874,0.023738,4
phrog_38129,1.0000004,0.0,2
phrog_34713,0.8685605,0.0,2
phrog_15905,0.9978016,0.0012848161,6
phrog_24500,0.9956457,0.0021056852,3
phrog_32362,0.99725133,0.0,2
phrog_22171,0.95493895,0.017681668,3
phrog_23938,1.0000001,0.0,3
phrog_25391,0.90620965,0.062120136,3
phrog_4033,0.9583389,0.028602807,35
phrog_15252,0.9996487,0.00032858836,6
phrog_35182,0.98164654,0.0,2
phrog_32835,0.9759519,0.0,2
phrog_2442,0.9685002,0.040899355,60
phrog_3984,0.9714842,0.02103823,35
phrog_13623,0.9676873,0.021214193,7
phrog_27586,0.96074533,0.009473414,3
phrog_6624,0.87172526,0.083638504,18
phrog_9517,0.998887,0.0012860764,11
phrog_16983,0.94787407,0.03163666,5
phrog_18776,0.9948278,0.0029998731,4
phrog_37795,0.7124976,0.0,2
phrog_26840,0.99579304,0.0024732046,3
phrog_17445,0.9402393,0.04395997,5
phrog_19468,0.71422917,0.20207062,4
phrog_11034,0.9657166,0.02708597,9
phrog_26698,0.912368,0.01534334,3
phrog_8609,0.97181416,0.034652565,13
phrog_11752,0.9913255,0.009823459,9
phrog_31482,0.9993613,0.0,2
phrog_21691,0.86721164,0.053291637,4
phrog_30944,0.96343917,0.0,2
phrog_18010,0.9979657,0.0016610968,5
phrog_17323,0.8547266,0.11861518,5
phrog_6142,0.50457734,0.28500637,20
phrog_9271,0.86107606,0.19416428,12
phrog_21849,0.9828596,0.008036977,4
phrog_33295,0.9982632,0.0,2
phrog_13145,0.9999998,3.1860022e-08,7
phrog_23086,0.97060657,0.01947934,3
phrog_2324,0.85469985,0.10017074,64
phrog_15534,0.9000846,0.053246986,6
phrog_22398,0.9890581,0.00700312,3
phrog_24931,0.72362584,0.19542602,3
phrog_4755,0.98705465,0.016001482,28
phrog_33281,0.9999999,0.0,2
phrog_289,0.76256883,0.13574393,425
phrog_35828,0.9999999,0.0,2
phrog_13151,0.896582,0.10012896,7
phrog_2330,0.9451306,0.055606302,64
phrog_23092,0.8651779,0.052274052,3
phrog_4999,0.9813206,0.008630432,26
phrog_15520,0.9999999,1.1720563e-07,6
phrog_24925,0.9806765,0.007467721,3
phrog_4741,0.994109,0.0056350334,28
phrog_11746,0.9178332,0.061243057,9
phrog_7248,0.8695907,0.06867067,16
phrog_31496,0.98793226,0.0,2
phrog_16029,0.9392509,0.040656738,6
phrog_30950,0.98920053,0.0,2
phrog_21685,0.8602509,0.061881643,4
phrog_18004,0.8324524,0.08035028,5
phrog_17337,0.9852883,0.015768368,5
phrog_1639,0.98800296,0.07995155,92
phrog_6156,0.7372894,0.1991589,20
phrog_10458,0.9237356,0.05573897,10
phrog_9265,0.9678963,0.045874223,12
phrog_30788,0.8230208,0.0,2
phrog_6630,0.93232316,0.04611723,18
phrog_27592,0.9418655,0.012893592,3
phrog_16997,0.9756669,0.021452518,5
phrog_9503,0.9662023,0.047780365,11
phrog_26854,0.99947387,0.00037195996,3
phrog_37781,0.90661556,0.0,2
phrog_18762,0.91309214,0.022632843,4
phrog_17451,0.93370235,0.020054946,5
phrog_28879,0.8874867,0.0,2
phrog_37959,0.9522421,0.0,2
phrog_11020,0.96305054,0.02843474,9
phrog_12529,0.92565054,0.03392585,8
phrog_4027,0.9333182,0.045620628,35
phrog_25385,0.8938764,0.066001296,3
phrog_3748,0.95370156,0.05149728,38
phrog_15246,0.9418993,0.02599711,6
phrog_35196,0.9529204,0.0,2
phrog_14158,0.9999999,0.0,7
phrog_2456,0.94611764,0.07479988,60
phrog_32821,0.77526903,0.0,2
phrog_34288,0.9641262,0.0,2
phrog_3990,0.9261924,0.05973835,35
phrog_5339,0.9160483,0.14192258,24
phrog_13637,0.98060364,0.0076571214,7
phrog_28689,1.0000001,0.0,2
phrog_6618,0.8809278,0.09407818,18
phrog_10316,0.98556197,0.0052167303,10
phrog_17479,0.8985341,0.08196219,5
phrog_1177,0.91110766,0.080837764,128
phrog_28851,1.0000001,0.0,2
phrog_16767,0.96256816,0.020806523,5
phrog_19454,0.9668072,0.02142414,4
phrog_29597,0.97601336,0.0,2
phrog_8635,0.97691923,0.03386859,13
phrog_11008,0.9995816,0.00039541887,9
phrog_7506,0.8653586,0.12492398,16
phrog_37971,0.98721355,0.0,2
phrog_18992,0.86816937,0.03295021,4
phrog_12501,0.97980267,0.03362865,8
phrog_23904,0.9666136,0.023607729,3
phrog_3760,0.92620224,0.046915088,38
phrog_32809,0.968446,0.0,2
phrog_14170,0.9661302,0.023962043,7
phrog_5311,0.96670866,0.01926415,24
phrog_5477,0.9773816,0.019094452,24
phrog_13179,0.97101474,0.025992729,7
phrog_35800,0.9374067,0.0,2
phrog_14616,0.92724544,0.04062698,7
phrog_2318,0.953777,0.03980556,65
phrog_3006,0.9813201,0.060177818,48
phrog_15508,0.9628011,0.037331935,6
phrog_12267,0.97974026,0.018842036,8
phrog_4769,0.96315914,0.030127417,28
phrog_8153,0.87617373,0.08961712,14
phrog_7260,0.962174,0.02425918,16
phrog_30978,0.9949679,0.0,2
phrog_16001,0.8055131,0.13456559,6
phrog_19332,0.99852306,0.0009342771,4
phrog_1611,0.9849178,0.03620063,93
phrog_21875,0.9845033,0.008295319,4
phrog_10470,0.6411336,0.3550513,10
phrog_8147,0.91547537,0.033626083,14
phrog_7274,0.9586609,0.04148099,16
phrog_16015,0.9824652,0.008573378,6
phrog_19326,0.7571454,0.13460128,4
phrog_1605,0.9953983,0.0068588923,93
phrog_18038,0.9130039,0.04388737,5
phrog_9259,0.9727488,0.015696824,12
phrog_21861,0.9331295,0.03805082,4
phrog_10464,0.95672303,0.030836184,10
phrog_35814,1.0000001,0.0,2
phrog_5463,0.8735605,0.08899551,24
phrog_14602,0.73002064,0.15124713,7
phrog_24919,0.8331141,0.06870149,3
phrog_3012,0.80379397,0.13552625,48
phrog_12273,0.99461585,0.0047842963,8
phrog_12515,0.9785949,0.037074838,8
phrog_23910,0.8894601,0.07816347,3
phrog_3774,0.89735156,0.07493793,38
phrog_14164,0.85900104,0.046992004,7
phrog_5305,0.8991593,0.105936885,24
phrog_10302,0.9364486,0.060938306,10
phrog_1163,0.9402797,0.044181947,129
phrog_26868,0.99731976,0.0018951611,3
phrog_16773,0.926079,0.046679027,5
phrog_28845,0.92604977,0.0,2
phrog_19440,0.93709785,0.02434793,4
phrog_8621,0.9875507,0.014671186,13
phrog_29583,0.97935945,0.0,2
phrog_18986,1.0000001,0.0,4
phrog_37965,0.9459663,0.0,2
phrog_7512,0.9701307,0.029225027,16
phrog_36448,0.9987422,0.0,2
phrog_16798,0.9621428,0.025337417,5
phrog_21134,0.9932552,0.0018822249,4
phrog_31327,0.97471887,0.0,2
phrog_29568,0.9157052,0.0,2
phrog_27545,0.78572243,0.048316658,3
phrog_16940,1.0000001,0.0,5
phrog_28676,0.99999994,0.0,2
phrog_30039,1.0000005,0.0,2
phrog_37756,0.9999999,0.0,2
phrog_26883,0.9999997,0.0,3
phrog_8812,0.8530887,0.1120904,12
phrog_17486,0.9678804,0.015878646,5
phrog_38465,1.0000001,0.0,2
phrog_1188,0.9959047,0.006947178,127
phrog_2481,0.98180383,0.03274549,59
phrog_23723,0.97228974,0.018495599,3
phrog_33530,1.0000001,0.0,2
phrog_3947,0.96802795,0.045511257,36
phrog_538,0.8632444,0.14302275,254
phrog_25352,0.95152235,0.03207196,3
phrog_15291,0.91875136,0.03400224,6
phrog_35141,0.9694496,0.0,2
phrog_13838,0.98457456,0.008940559,7
phrog_35627,0.9999997,0.0,2
phrog_14831,0.9781055,0.019530496,6
phrog_32148,0.9565618,0.0,2
phrog_12298,0.8918109,0.10945365,8
phrog_4796,0.96902466,0.03815837,28
phrog_25434,0.95117736,0.00990844,3
phrog_33256,0.99999994,0.0,2
phrog_5488,0.9460482,0.03503864,23
phrog_13186,0.976159,0.01938713,7
phrog_23045,0.99999994,5.9604645e-08,3
phrog_34539,0.9999999,0.0,2
phrog_37030,0.95605475,0.0,2
phrog_11949,1.0,5.40213e-08,8
phrog_38303,0.95952165,0.0,2
phrog_6181,0.86398286,0.061150003,20
phrog_27223,0.99667484,0.0008006408,3
phrog_28110,0.9543373,0.0,2
phrog_11791,0.87012154,0.101863444,9
phrog_31441,0.7353248,0.0,2
phrog_1836,0.9232873,0.061221056,82
phrog_21652,0.8417196,0.111365944,4
phrog_30987,0.97186565,0.0,2
phrog_37024,0.885197,0.0,2
phrog_38317,1.0,0.0,2
phrog_20558,0.90283537,0.075569324,4
phrog_27237,1.0,4.866699e-08,3
phrog_6195,0.8969097,0.06573882,20
phrog_28104,0.9912187,0.0,2
phrog_11785,0.982772,0.01614013,9
phrog_26129,1.0000001,0.0,3
phrog_1822,0.95119935,0.034261383,83
phrog_31455,0.9999999,0.0,2
phrog_30993,0.9831498,0.0,2
phrog_21646,0.9734571,0.012419956,4
phrog_35633,0.932583,0.0,2
phrog_14825,0.87615126,0.100852236,6
phrog_25420,0.97297376,0.00961523,3
phrog_4782,0.9224412,0.070775844,28
phrog_33242,0.99999994,0.0,2
phrog_13192,0.9908688,0.00814294,7
phrog_23051,0.9805556,0.0113972835,3
phrog_23737,0.9861872,0.009549163,3
phrog_2495,0.94212854,0.045599304,59
phrog_3953,0.88684666,0.124187894,36
phrog_33524,0.99999994,0.0,2
phrog_24058,0.98863083,0.00393138,3
phrog_25346,0.9428175,0.014300048,3
phrog_15285,0.9921509,0.005007762,6
phrog_22429,0.99999994,5.9604645e-08,3
phrog_35155,0.9598122,0.0,2
phrog_21120,1.0000001,1.1920929e-07,4
phrog_18979,0.983965,0.0112261735,4
phrog_31333,1.0,0.0,2
phrog_27551,0.9492696,0.035871744,3
phrog_28662,0.9957634,0.0,2
phrog_16954,0.95478857,0.027002038,5
phrog_26897,0.93979263,0.03888763,3
phrog_37742,0.9718686,0.0,2
phrog_38471,0.9999999,0.0,2
phrog_17492,0.727981,0.12719813,5
phrog_8806,0.9961542,0.0047720512,13
phrog_34263,0.98621756,0.0,2
phrog_24070,0.89603287,0.042029046,3
phrog_504,0.8881701,0.078964554,269
phrog_32612,0.9755543,0.0,2
phrog_13804,0.92755026,0.039835744,7
phrog_22401,0.89369965,0.07115963,3
phrog_28892,1.0000002,0.0,2
phrog_21108,0.92448837,0.039266303,4
phrog_6803,0.94114065,0.051107615,17
phrog_19497,0.9211543,0.038398292,4
phrog_36474,0.98977673,0.0,2
phrog_29554,1.0000002,0.0,2
phrog_26667,0.94876605,0.010002536,3
phrog_18951,0.97025466,0.019527797,4
phrog_30005,0.80136967,0.0,2
phrog_27579,0.9582968,0.017234307,3
phrog_20216,1.0000001,1.1920929e-07,4
phrog_38459,0.99937844,0.0,2
phrog_18789,0.8725734,0.044575132,4
phrog_20570,0.93128794,0.03350729,4
phrog_11975,0.96471065,0.011785165,8
phrog_30763,0.915038,0.0,2
phrog_8190,0.8770965,0.12313473,14
phrog_29232,0.9999998,0.0,2
phrog_26101,0.99901265,0.0002858227,3
phrog_36312,0.96513516,0.0,2
phrog_22367,0.94446015,0.02652251,3
phrog_25408,0.9253598,0.017643167,3
phrog_32174,0.93381214,0.0,2
phrog_262,0.8043457,0.18433864,459
phrog_24716,0.98062664,0.013698836,3
phrog_4972,0.99995565,8.511162e-05,27
phrog_34505,0.9967276,0.0,2
phrog_23079,0.9999998,5.9604645e-08,3
phrog_22373,0.9573278,0.030173814,3
phrog_32160,0.9503054,0.0,2
phrog_14819,0.8970136,0.06877225,6
phrog_24702,0.98147416,0.00714566,3
phrog_276,0.9611202,0.0368067,444
phrog_34511,0.9266782,0.0,2
phrog_4966,0.8426451,0.07347205,27
phrog_20564,0.9693301,0.009315267,4
phrog_11961,0.92881,0.06101903,8
phrog_37018,1.0,0.0,2
phrog_30777,1.0000004,0.0,2
phrog_28138,0.99411255,0.0,2
phrog_29226,0.9470786,0.0,2
phrog_31469,0.9459929,0.0,2
phrog_8184,0.9016028,0.037310265,14
phrog_26115,0.9601938,0.0098461015,3
phrog_36306,1.0000002,0.0,2
phrog_28886,0.9999999,0.0,2
phrog_36460,0.99999994,0.0,2
phrog_19483,0.99999994,5.9604645e-08,4
phrog_6817,0.97868973,0.016578313,17
phrog_29540,0.99999994,0.0,2
phrog_18945,0.9935761,0.0051142145,4
phrog_26673,0.9983158,0.001190803,3
phrog_30011,1.0,0.0,2
phrog_16968,0.9653187,0.034784477,5
phrog_20202,0.9976001,0.0014974871,4
phrog_34277,0.870446,0.0,2
phrog_510,0.85095793,0.14529854,267
phrog_24064,0.97723216,0.0071476684,3
phrog_33518,0.99999994,0.0,2
phrog_32606,0.9906786,0.0,2
phrog_13810,0.9400848,0.058756042,7
phrog_35169,1.0000001,0.0,2
phrog_22415,0.8544688,0.10290614,3
phrog_34507,0.97389865,0.0,2
phrog_4970,0.8137321,0.104160465,27
phrog_24714,0.9999997,5.9604645e-08,3
phrog_260,0.98212385,0.027147789,463
phrog_33268,1.0,0.0,2
phrog_32176,0.9999997,0.0,2
phrog_35619,-0.0051008933,0.0,2
phrog_22365,1.0,9.733398e-08,3
phrog_36310,1.0000002,0.0,2
phrog_1808,0.8502317,0.09450441,84
phrog_29230,1.0,0.0,2
phrog_8192,0.9835151,0.011665705,14
phrog_26103,0.831052,0.029463105,3
phrog_30761,0.8972582,0.0,2
phrog_20572,0.9655459,0.024392175,4
phrog_11977,0.959434,0.04109031,8
phrog_20214,0.83041126,0.1273429,4
phrog_37768,1.0000002,0.0,2
phrog_30007,1.0000001,0.0,2
phrog_28648,0.9999997,0.0,2
phrog_29556,0.8961227,0.0,2
phrog_31319,0.99448866,0.0,2
phrog_18953,0.8646169,0.07445217,4
phrog_26665,0.8775733,0.03403537,3
phrog_28890,0.98206854,0.0,2
phrog_36476,0.93964964,0.0,2
phrog_19495,0.8716938,0.053268492,4
phrog_6801,0.912057,0.18350244,17
phrog_13806,0.97845703,0.034062482,7
phrog_22403,0.9980251,0.0013964656,3
phrog_32610,0.879933,0.0,2
phrog_506,0.6980406,0.22340237,269
phrog_24072,0.34965447,0.4000178,3
phrog_3979,0.8973709,0.06405362,35
phrog_34261,0.9609774,0.0,2
phrog_13812,0.92211735,0.06023975,7
phrog_22417,0.9896905,0.007290042,3
phrog_25378,0.9365673,0.02666965,3
phrog_32604,1.0000002,0.0,2
phrog_24066,0.9876816,0.008710349,3
phrog_512,0.9155048,0.083265424,265
phrog_34275,0.9573764,0.0,2
phrog_23709,0.9947767,0.0017379749,3
phrog_8838,1.0000001,1.1920929e-07,12
phrog_20200,0.92768097,0.051844005,4
phrog_30013,1.0000001,0.0,2
phrog_29542,0.97599125,0.0,2
phrog_26671,0.99729997,0.0019091819,3
phrog_18947,0.9928146,0.007151282,4
phrog_28884,0.99439144,0.0,2
phrog_6815,0.9999999,5.9604645e-08,17
phrog_19481,0.95259637,0.024325613,4
phrog_36462,0.911933,0.0,2
phrog_21678,0.9917448,0.0038163003,4
phrog_36304,0.99406385,0.0,2
phrog_8186,0.94081736,0.030709978,14
phrog_29224,1.0,0.0,2
phrog_26117,0.9956843,0.0017791911,3
phrog_30775,0.9999999,0.0,2
phrog_9298,0.96148264,0.03606721,12
phrog_27209,0.8956682,0.073773645,3
phrog_20566,0.97248554,0.012953263,4
phrog_38329,0.9516997,0.0,2
phrog_11963,0.9900997,0.011431759,8
phrog_4964,0.98133254,0.014228151,27
phrog_34513,1.0000006,0.0,2
phrog_274,0.8744438,0.08911014,444
phrog_24700,0.9997484,0.00017790185,3
phrog_32162,0.99859405,0.0,2
phrog_22371,0.9633837,0.025891624,3
phrog_30985,1.0,0.0,2
phrog_21650,0.9097155,0.05189985,4
phrog_11793,0.8471132,0.28602567,9
phrog_1834,0.9649652,0.050598964,82
phrog_31443,0.93940496,0.0,2
phrog_27221,0.97959584,0.01442792,3
phrog_6183,0.9283338,0.052553847,20
phrog_21888,1.0000005,0.0,4
phrog_28112,0.9976902,0.0,2
phrog_37032,0.94607604,0.0,2
phrog_38301,0.99999976,0.0,2
phrog_23047,0.9687155,0.022121448,3
phrog_33254,0.9958568,0.0,2
phrog_13184,0.9946693,0.008428728,7
phrog_24728,0.9961467,0.00061306026,3
phrog_14833,0.99822974,0.0025036577,6
phrog_25436,1.0000001,0.0,3
phrog_4794,0.9196386,0.054111723,28
phrog_22359,1.0000004,0.0,3
phrog_35625,1.0,0.0,2
phrog_15293,0.95171165,0.025124902,6
phrog_35143,0.97661513,0.0,2
phrog_25350,1.0,6.8825514e-08,3
phrog_3945,0.9617726,0.024260081,36
phrog_33532,0.8889167,0.0,2
phrog_23721,0.96278924,0.019852404,3
phrog_2483,0.9749781,0.0384036,59
phrog_26881,0.99966335,0.00023803135,3
phrog_37754,0.9881793,0.0,2
phrog_38467,0.9822318,0.0,2
phrog_17484,0.9749757,0.011023224,5
phrog_8810,0.78377545,0.16150005,12
phrog_20228,1.0000001,0.0,4
phrog_27547,0.96092314,0.027631713,3
phrog_28674,1.0000001,0.0,2
phrog_16942,0.9509276,0.04064953,5
phrog_26659,1.0,3.4412757e-08,3
phrog_31325,0.951641,0.0,2
phrog_21136,0.9898109,0.010189235,4
phrog_37740,0.70834124,0.0,2
phrog_26895,0.99999994,0.0,3
phrog_8804,0.97471577,0.058553774,13
phrog_17490,0.8728264,0.03316161,5
phrog_38473,0.9875236,0.0,2
phrog_27553,1.0000001,6.8825514e-08,3
phrog_16956,0.9576653,0.026450329,5
phrog_28660,0.99371177,0.0,2
phrog_37998,0.97721887,0.0,2
phrog_31331,0.9671,0.0,2
phrog_6829,0.97451043,0.022141393,17
phrog_21122,0.9983039,0.0010461212,4
phrog_15287,0.9802664,0.027907412,6
phrog_3789,0.979828,0.03903574,38
phrog_35157,0.9964982,0.0,2
phrog_32638,0.93951565,0.0,2
phrog_25344,0.9417537,0.0054657916,3
phrog_33526,0.93907154,0.0,2
phrog_3951,0.9134008,0.10641482,36
phrog_2497,0.86772364,0.0880864,58
phrog_14199,0.89362687,0.08495473,7
phrog_23735,0.95982575,0.018211415,3
phrog_34249,0.9999998,0.0,2
phrog_23053,0.9967604,0.0017210613,3
phrog_4958,0.88179326,0.106622584,27
phrog_33240,0.9597554,0.0,2
phrog_248,0.84411794,0.11976629,477
phrog_13190,0.9930724,0.0038586566,7
phrog_14827,0.98285705,0.02424375,6
phrog_4780,0.9690646,0.031021798,28
phrog_25422,0.9544313,0.005623506,3
phrog_35631,1.0000001,0.0,2
phrog_36338,0.9960521,0.0,2
phrog_21644,0.9996555,0.00034460425,4
phrog_30991,0.9954748,0.0,2
phrog_7289,0.9301622,0.07604804,16
phrog_11787,0.7791805,0.17460977,9
phrog_31457,0.97279596,0.0,2
phrog_1820,0.9582045,0.030123299,83
phrog_29218,0.9981885,0.0,2
phrog_10499,0.9163409,0.03440387,10
phrog_6197,0.8643307,0.09826265,20
phrog_27235,0.9924936,0.004993837,3
phrog_28106,0.99999994,0.0,2
phrog_30749,0.9999999,0.0,2
phrog_37026,0.9759092,0.0,2
phrog_38315,1.0000001,0.0,2
phrog_21877,1.0000001,1.1920929e-07,4
phrog_10472,0.86204386,0.06368893,10
phrog_1613,0.9037446,0.06531838,93
phrog_16003,0.84680337,0.06075751,6
phrog_19330,1.0000001,0.0,4
phrog_8151,0.9943638,0.004775223,14
phrog_7262,0.98528326,0.019599251,16
phrog_12265,0.99998283,2.9823615e-05,8
phrog_3004,0.9518151,0.0329123,48
phrog_14614,0.9583366,0.06335718,7
phrog_35802,0.9896729,0.0,2
phrog_5475,0.97901154,0.029865615,24
phrog_5313,0.87000847,0.08594653,24
phrog_14172,0.980287,0.016164247,7
phrog_3762,0.9229238,0.09027396,38
phrog_12503,0.85953236,0.14071886,8
phrog_23906,1.0,9.733398e-08,3
phrog_8637,0.9122122,0.061385848,13
phrog_29595,0.9730135,0.0,2
phrog_18990,0.88715076,0.07910864,4
phrog_37973,0.9971722,0.0,2
phrog_7504,0.9831423,0.017553998,16
phrog_16765,0.9475335,0.050724283,5
phrog_28853,0.99042255,0.0,2
phrog_19456,0.8877608,0.062429037,4
phrog_1175,0.88322353,0.09185194,128
phrog_38498,0.99999994,0.0,2
phrog_18748,0.8915348,0.044140313,4
phrog_9529,0.9840372,0.01905865,11
phrog_10314,0.9769261,0.020300258,10
phrog_29581,0.99999976,0.0,2
phrog_8623,0.9372804,0.038070757,13
phrog_7510,0.97679967,0.020639272,16
phrog_37967,1.0,0.0,2
phrog_18984,0.9435346,0.0072643235,4
phrog_28847,0.9661241,0.0,2
phrog_16771,0.93393266,0.051943682,5
phrog_19442,0.9509902,0.04900986,4
phrog_1161,0.95145166,0.049593043,129
phrog_10300,0.9541704,0.032477498,10
phrog_13609,0.9999998,0.0,7
phrog_5307,0.8730091,0.097134985,24
phrog_2468,0.83877516,0.16836779,60
phrog_14166,0.99348193,0.004752978,7
phrog_15278,0.9511251,0.0274058,6
phrog_3776,0.9728827,0.01795791,38
phrog_4019,0.9758645,0.030662138,35
phrog_12517,0.668931,0.2928266,8
phrog_23912,1.0000001,0.0,3
phrog_12271,0.9422317,0.0350524,8
phrog_3010,0.9828183,0.048134997,48
phrog_14600,0.9556429,0.022554372,7
phrog_5461,0.9566274,0.052288737,24
phrog_35816,0.95395637,0.0,2
phrog_21863,0.98418254,0.010063902,4
phrog_10466,1.0,7.108269e-08,10
phrog_6168,0.89110523,0.056008905,20
phrog_1607,0.9106673,0.079105645,93
phrog_17309,0.7042061,0.22121683,5
phrog_16017,0.9784606,0.012697662,6
phrog_19324,0.986768,0.009269611,4
phrog_8145,0.94676864,0.041917935,14
phrog_7276,0.95498335,0.046130992,16
phrog_11778,0.9180141,0.08107163,9
phrog_32189,1.0000001,0.0,2
phrog_4757,0.77436334,0.14443496,28
phrog_12259,0.97699314,0.039849225,8
phrog_15536,0.859845,0.11124958,6
phrog_3038,0.9978877,0.0100188255,47
phrog_24933,0.9558895,0.02457709,3
phrog_2326,0.94983804,0.049324084,64
phrog_14628,1.0,8.122744e-08,7
phrog_23084,0.99095696,0.0047351494,3
phrog_33297,0.987853,0.0,2
phrog_13147,0.9743167,0.022768565,7
phrog_5449,0.9630797,0.02156642,24
phrog_6140,0.964731,0.026663385,20
phrog_9273,0.86222607,0.058760334,12
phrog_18012,0.787797,0.09012114,5
phrog_11988,0.9848609,0.011771564,8
phrog_17321,0.99889886,0.000991111,5
phrog_30946,0.98765785,0.0,2
phrog_21693,1.0,0.0,4
phrog_11750,0.9792066,0.015767442,9
phrog_31480,0.9966135,0.0,2
phrog_7538,0.9555208,0.022093643,16
phrog_11036,0.9391773,0.03549359,9
phrog_36489,0.9317159,0.0,2
phrog_16759,0.88507366,0.04552438,5
phrog_26842,0.98139745,0.013153694,3
phrog_37797,0.92762053,0.0,2
phrog_18774,0.96418375,0.02476832,4
phrog_1149,0.8469838,0.09924616,131
phrog_17447,0.95885116,0.023585333,5
phrog_10328,0.9590661,0.021531483,10
phrog_6626,0.89800584,0.06946357,18
phrog_27584,0.9912333,0.006199029,3
phrog_16981,0.9630605,0.028276011,5
phrog_9515,0.948466,0.026889615,11
phrog_3986,0.8921853,0.05755372,35
phrog_13621,0.6926614,0.1369936,7
phrog_2440,0.7238979,0.21081631,61
phrog_32837,0.9553886,0.0,2
phrog_15250,0.99999976,2.12692e-07,6
phrog_35180,0.8923712,0.0,2
phrog_4031,0.98908097,0.020513954,35
phrog_25393,0.91603947,0.027297806,3
phrog_3992,0.890244,0.09261639,35
phrog_13635,0.98765874,0.013908076,7
phrog_24099,0.8892568,0.058340494,3
phrog_32823,0.999538,0.0,2
phrog_2454,0.9335059,0.051719453,60
phrog_15244,0.93620694,0.043908283,6
phrog_35194,0.99999994,0.0,2
phrog_25387,1.0000002,0.0,3
phrog_4025,0.80468225,0.13422611,35
phrog_11022,0.79211223,0.16177878,9
phrog_18760,0.96238595,0.037613958,4
phrog_37783,0.977404,0.0,2
phrog_26856,0.9999998,8.4293696e-08,3
phrog_17453,0.91472083,0.0430926,5
phrog_27590,0.83465576,0.08100419,3
phrog_6632,0.9000029,0.082794175,18
phrog_9501,0.9275206,0.05967055,11
phrog_16995,0.9654207,0.019505851,5
phrog_6154,0.92017645,0.050543085,20
phrog_9267,0.9500216,0.025505818,12
phrog_18006,0.7792365,0.16778786,5
phrog_17335,0.8689879,0.07665024,5
phrog_20599,0.80253,0.14123379,4
phrog_19318,0.77791387,0.084404044,4
phrog_21687,0.99622846,0.002279823,4
phrog_30952,0.8449044,0.0,2
phrog_11744,1.0000001,1.9868216e-08,9
phrog_8179,0.9917986,0.020089354,14
phrog_31494,0.97878224,0.0,2
phrog_4743,0.9913285,0.020640505,28
phrog_15522,0.98398167,0.012938454,6
phrog_24927,0.9812545,0.0058036894,3
phrog_23090,0.9753847,0.014167405,3
phrog_2332,0.97413844,0.017840553,64
phrog_33283,0.99801075,0.0,2
phrog_13153,0.97845393,0.009640021,7
phrog_34063,0.94197804,0.0,2
phrog_24270,0.99073297,0.0065528373,3
phrog_704,0.8339139,0.13116635,201
phrog_2865,0.966157,0.03369891,50
phrog_32412,0.99999994,0.0,2
phrog_22601,0.99670464,0.0017179729,3
phrog_36674,0.9999999,0.0,2
phrog_19697,0.9067854,0.06417106,4
phrog_21308,0.9447369,0.03396511,4
